Province_State,Country_Region,Last_Update,Deaths
District of Columbia,US,2020-09-17 04:30:32,617
Florida,US,2020-09-17 04:30:32,12939
Georgia,US,2020-09-17 04:30:32,6419
Grand Princess,US,2020-09-17 04:30:32,3
Guam,US,2020-09-17 04:30:32,28
Hawaii,US,2020-09-17 04:30:32,103
Idaho,US,2020-09-17 04:30:32,429
Illinois,US,2020-09-17 04:30:32,8599
Indiana,US,2020-09-17 04:30:32,3472
Iowa,US,2020-09-17 04:30:32,1248
Kansas,US,2020-09-17 04:30:32,578
Kentucky,US,2020-09-17 04:30:32,1082
Louisiana,US,2020-09-17 04:30:32,5296
Maine,US,2020-09-17 04:30:32,138
Maryland,US,2020-09-17 04:30:32,3855
Massachusetts,US,2020-09-17 04:30:32,9245
Michigan,US,2020-09-17 04:30:32,6943
Minnesota,US,2020-09-17 04:30:32,1985
Mississippi,US,2020-09-17 04:30:32,2756
Missouri,US,2020-09-17 04:30:32,1765
Montana,US,2020-09-17 04:30:32,141
Nebraska,US,2020-09-17 04:30:32,439
Nevada,US,2020-09-17 04:30:32,1494
New Hampshire,US,2020-09-17 04:30:32,438
New Jersey,US,2020-09-17 04:30:32,16054
New Mexico,US,2020-09-17 04:30:32,832
New York,US,2020-09-17 04:30:32,33042
North Carolina,US,2020-09-17 04:30:32,3149
North Dakota,US,2020-09-17 04:30:32,177
Northern Mariana Islands,US,2020-09-17 04:30:32,2
Ohio,US,2020-09-17 04:30:32,4555
Oklahoma,US,2020-09-17 04:30:32,924
Oregon,US,2020-09-17 04:30:32,521
Pennsylvania,US,2020-09-17 04:30:32,7882
Puerto Rico,US,2020-09-17 04:30:32,570
Rhode Island,US,2020-09-17 04:30:32,1081
South Carolina,US,2020-09-17 04:30:32,3132
South Dakota,US,2020-09-17 04:30:32,192
Tennessee,US,2020-09-17 04:30:32,2151
Texas,US,2020-09-17 04:30:32,14738
Utah,US,2020-09-17 04:30:32,437
Vermont,US,2020-09-17 04:30:32,58
Virgin Islands,US,2020-09-17 04:30:32,19
Virginia,US,2020-09-17 04:30:32,2882
Washington,US,2020-09-17 04:30:32,2020
West Virginia,US,2020-09-17 04:30:32,293
Wisconsin,US,2020-09-17 04:30:32,1227
Wyoming,US,2020-09-17 04:30:32,50
Alabama,US,2020-09-18 05:10:31,2401
Alaska,US,2020-09-18 05:10:31,44
American Samoa,US,2020-09-18 05:10:31,0
Arizona,US,2020-09-18 05:10:31,5409
Arkansas,US,2020-09-18 05:10:31,1166
California,US,2020-09-18 05:10:31,14804
Colorado,US,2020-09-18 05:10:31,2006
Connecticut,US,2020-09-18 05:10:31,4488
Delaware,US,2020-09-18 05:10:31,619
Diamond Princess,US,2020-09-18 05:10:31,0
District of Columbia,US,2020-09-18 05:10:31,619
Florida,US,2020-09-18 05:10:31,13086
Georgia,US,2020-09-18 05:10:31,6474
Grand Princess,US,2020-09-18 05:10:31,3
Guam,US,2020-09-18 05:10:31,30
Hawaii,US,2020-09-18 05:10:31,107
Idaho,US,2020-09-18 05:10:31,434
Illinois,US,2020-09-18 05:10:31,8624
Indiana,US,2020-09-18 05:10:31,3478
Iowa,US,2020-09-18 05:10:31,1250
Kansas,US,2020-09-18 05:10:31,582
Kentucky,US,2020-09-18 05:10:31,1093
Louisiana,US,2020-09-18 05:10:31,5313
Maine,US,2020-09-18 05:10:31,138
Maryland,US,2020-09-18 05:10:31,3861
Massachusetts,US,2020-09-18 05:10:31,9260
Michigan,US,2020-09-18 05:10:31,6955
Minnesota,US,2020-09-18 05:10:31,1994
Mississippi,US,2020-09-18 05:10:31,2780
Missouri,US,2020-09-18 05:10:31,1782
Montana,US,2020-09-18 05:10:31,143
Nebraska,US,2020-09-18 05:10:31,442
Nevada,US,2020-09-18 05:10:31,1506
New Hampshire,US,2020-09-18 05:10:31,438
New Jersey,US,2020-09-18 05:10:31,16057
New Mexico,US,2020-09-18 05:10:31,836
New York,US,2020-09-18 05:10:31,33070
North Carolina,US,2020-09-18 05:10:31,3180
North Dakota,US,2020-09-18 05:10:31,182
Northern Mariana Islands,US,2020-09-18 05:10:31,2
Ohio,US,2020-09-18 05:10:31,4580
Oklahoma,US,2020-09-18 05:10:31,930
Oregon,US,2020-09-18 05:10:31,521
Pennsylvania,US,2020-09-18 05:10:31,7893
Puerto Rico,US,2020-09-18 05:10:31,588
Rhode Island,US,2020-09-18 05:10:31,1085
South Carolina,US,2020-09-18 05:10:31,3158
South Dakota,US,2020-09-18 05:10:31,193
Tennessee,US,2020-09-18 05:10:31,2164
Texas,US,2020-09-18 05:10:31,14826
Utah,US,2020-09-18 05:10:31,437
Vermont,US,2020-09-18 05:10:31,58
Virgin Islands,US,2020-09-18 05:10:31,19
Virginia,US,2020-09-18 05:10:31,2918
Washington,US,2020-09-18 05:10:31,2031
West Virginia,US,2020-09-18 05:10:31,297
Wisconsin,US,2020-09-18 05:10:31,1230
Wyoming,US,2020-09-18 05:10:31,49
Alabama,US,2020-09-19 04:30:26,2428
Alaska,US,2020-09-19 04:30:26,45
American Samoa,US,2020-09-19 04:30:26,0
Arizona,US,2020-09-19 04:30:26,5451
Arkansas,US,2020-09-19 04:30:26,1173
California,US,2020-09-19 04:30:26,14893
Colorado,US,2020-09-19 04:30:26,2009
Connecticut,US,2020-09-19 04:30:26,4492
Delaware,US,2020-09-19 04:30:26,620
Diamond Princess,US,2020-09-19 04:30:26,0
District of Columbia,US,2020-09-19 04:30:26,619
Florida,US,2020-09-19 04:30:26,13225
Georgia,US,2020-09-19 04:30:26,6536
Grand Princess,US,2020-09-19 04:30:26,3
Guam,US,2020-09-19 04:30:26,31
Hawaii,US,2020-09-19 04:30:26,120
Idaho,US,2020-09-19 04:30:26,438
Illinois,US,2020-09-19 04:30:26,8647
Indiana,US,2020-09-19 04:30:26,3495
Iowa,US,2020-09-19 04:30:26,1264
Kansas,US,2020-09-19 04:30:26,594
Kentucky,US,2020-09-19 04:30:26,1101
Louisiana,US,2020-09-19 04:30:26,5342
Maine,US,2020-09-19 04:30:26,138
Maryland,US,2020-09-19 04:30:26,3869
Massachusetts,US,2020-09-19 04:30:26,9269
Michigan,US,2020-09-19 04:30:26,6954
Minnesota,US,2020-09-19 04:30:26,2002
Mississippi,US,2020-09-19 04:30:26,2792
Missouri,US,2020-09-19 04:30:26,1810
Montana,US,2020-09-19 04:30:26,146
Nebraska,US,2020-09-19 04:30:26,442
Nevada,US,2020-09-19 04:30:26,1524
New Hampshire,US,2020-09-19 04:30:26,438
New Jersey,US,2020-09-19 04:30:26,16061
New Mexico,US,2020-09-19 04:30:26,841
New York,US,2020-09-19 04:30:26,33085
North Carolina,US,2020-09-19 04:30:26,3207
North Dakota,US,2020-09-19 04:30:26,184
Northern Mariana Islands,US,2020-09-19 04:30:26,2
Ohio,US,2020-09-19 04:30:26,4608
Oklahoma,US,2020-09-19 04:30:26,939
Oregon,US,2020-09-19 04:30:26,521
Pennsylvania,US,2020-09-19 04:30:26,7921
Puerto Rico,US,2020-09-19 04:30:26,599
Rhode Island,US,2020-09-19 04:30:26,1088
South Carolina,US,2020-09-19 04:30:26,3177
South Dakota,US,2020-09-19 04:30:26,195
Tennessee,US,2020-09-19 04:30:26,2196
Texas,US,2020-09-19 04:30:26,14951
Utah,US,2020-09-19 04:30:26,437
Vermont,US,2020-09-19 04:30:26,58
Virgin Islands,US,2020-09-19 04:30:26,19
Virginia,US,2020-09-19 04:30:26,2947
Washington,US,2020-09-19 04:30:26,2037
West Virginia,US,2020-09-19 04:30:26,300
Wisconsin,US,2020-09-19 04:30:26,1238
Wyoming,US,2020-09-19 04:30:26,49
Alabama,US,2020-09-20 04:30:31,2437
Alaska,US,2020-09-20 04:30:31,45
American Samoa,US,2020-09-20 04:30:31,0
Arizona,US,2020-09-20 04:30:31,5451
Arkansas,US,2020-09-20 04:30:31,1181
California,US,2020-09-20 04:30:31,15018
Colorado,US,2020-09-20 04:30:31,2013
Connecticut,US,2020-09-20 04:30:31,4492
Delaware,US,2020-09-20 04:30:31,621
Diamond Princess,US,2020-09-20 04:30:31,0
District of Columbia,US,2020-09-20 04:30:31,619
Florida,US,2020-09-20 04:30:31,13287
Georgia,US,2020-09-20 04:30:31,6599
Grand Princess,US,2020-09-20 04:30:31,3
Guam,US,2020-09-20 04:30:31,31
Hawaii,US,2020-09-20 04:30:31,120
Idaho,US,2020-09-20 04:30:31,441
Illinois,US,2020-09-20 04:30:31,8672
Indiana,US,2020-09-20 04:30:31,3503
Iowa,US,2020-09-20 04:30:31,1265
Kansas,US,2020-09-20 04:30:31,594
Kentucky,US,2020-09-20 04:30:31,1108
Louisiana,US,2020-09-20 04:30:31,5342
Maine,US,2020-09-20 04:30:31,139
Maryland,US,2020-09-20 04:30:31,3876
Massachusetts,US,2020-09-20 04:30:31,9295
Michigan,US,2020-09-20 04:30:31,6969
Minnesota,US,2020-09-20 04:30:31,2015
Mississippi,US,2020-09-20 04:30:31,2809
Missouri,US,2020-09-20 04:30:31,1825
Montana,US,2020-09-20 04:30:31,156
Nebraska,US,2020-09-20 04:30:31,442
Nevada,US,2020-09-20 04:30:31,1528
New Hampshire,US,2020-09-20 04:30:31,438
New Jersey,US,2020-09-20 04:30:31,16064
New Mexico,US,2020-09-20 04:30:31,847
New York,US,2020-09-20 04:30:31,33081
North Carolina,US,2020-09-20 04:30:31,3235
North Dakota,US,2020-09-20 04:30:31,192
Northern Mariana Islands,US,2020-09-20 04:30:31,2
Ohio,US,2020-09-20 04:30:31,4612
Oklahoma,US,2020-09-20 04:30:31,943
Oregon,US,2020-09-20 04:30:31,521
Pennsylvania,US,2020-09-20 04:30:31,7940
Puerto Rico,US,2020-09-20 04:30:31,605
Rhode Island,US,2020-09-20 04:30:31,1088
South Carolina,US,2020-09-20 04:30:31,3188
South Dakota,US,2020-09-20 04:30:31,200
Tennessee,US,2020-09-20 04:30:31,2216
Texas,US,2020-09-20 04:30:31,15051
Utah,US,2020-09-20 04:30:31,440
Vermont,US,2020-09-20 04:30:31,58
Virgin Islands,US,2020-09-20 04:30:31,19
Virginia,US,2020-09-20 04:30:31,2988
Washington,US,2020-09-20 04:30:31,2037
West Virginia,US,2020-09-20 04:30:31,311
Wisconsin,US,2020-09-20 04:30:31,1238
Wyoming,US,2020-09-20 04:30:31,49
Alabama,US,2020-09-21 04:30:33,2437
Alaska,US,2020-09-21 04:30:33,45
American Samoa,US,2020-09-21 04:30:33,0
Arizona,US,2020-09-21 04:30:33,5477
Arkansas,US,2020-09-21 04:30:33,1181
California,US,2020-09-21 04:30:33,15016
Colorado,US,2020-09-21 04:30:33,2014
Connecticut,US,2020-09-21 04:30:33,4492
Delaware,US,2020-09-21 04:30:33,621
Diamond Princess,US,2020-09-21 04:30:33,0
District of Columbia,US,2020-09-21 04:30:33,620
Florida,US,2020-09-21 04:30:33,13296
Georgia,US,2020-09-21 04:30:33,6602
Grand Princess,US,2020-09-21 04:30:33,3
Guam,US,2020-09-21 04:30:33,31
Hawaii,US,2020-09-21 04:30:33,120
Idaho,US,2020-09-21 04:30:33,443
Illinois,US,2020-09-21 04:30:33,8686
Indiana,US,2020-09-21 04:30:33,3506
Iowa,US,2020-09-21 04:30:33,1265
Kansas,US,2020-09-21 04:30:33,595
Kentucky,US,2020-09-21 04:30:33,1111
Louisiana,US,2020-09-21 04:30:33,5368
Maine,US,2020-09-21 04:30:33,139
Maryland,US,2020-09-21 04:30:33,3879
Massachusetts,US,2020-09-21 04:30:33,9310
Michigan,US,2020-09-21 04:30:33,6969
Minnesota,US,2020-09-21 04:30:33,2017
Mississippi,US,2020-09-21 04:30:33,2810
Missouri,US,2020-09-21 04:30:33,1826
Montana,US,2020-09-21 04:30:33,157
Nebraska,US,2020-09-21 04:30:33,442
Nevada,US,2020-09-21 04:30:33,1531
New Hampshire,US,2020-09-21 04:30:33,438
New Jersey,US,2020-09-21 04:30:33,16067
New Mexico,US,2020-09-21 04:30:33,849
New York,US,2020-09-21 04:30:33,33087
North Carolina,US,2020-09-21 04:30:33,3243
North Dakota,US,2020-09-21 04:30:33,192
Northern Mariana Islands,US,2020-09-21 04:30:33,2
Ohio,US,2020-09-21 04:30:33,4615
Oklahoma,US,2020-09-21 04:30:33,946
Oregon,US,2020-09-21 04:30:33,526
Pennsylvania,US,2020-09-21 04:30:33,7960
Puerto Rico,US,2020-09-21 04:30:33,608
Rhode Island,US,2020-09-21 04:30:33,1088
South Carolina,US,2020-09-21 04:30:33,3199
South Dakota,US,2020-09-21 04:30:33,202
Tennessee,US,2020-09-21 04:30:33,2218
Texas,US,2020-09-21 04:30:33,15088
Utah,US,2020-09-21 04:30:33,440
Vermont,US,2020-09-21 04:30:33,58
Virgin Islands,US,2020-09-21 04:30:33,19
Virginia,US,2020-09-21 04:30:33,3013
Washington,US,2020-09-21 04:30:33,2037
West Virginia,US,2020-09-21 04:30:33,314
Wisconsin,US,2020-09-21 04:30:33,1242
Wyoming,US,2020-09-21 04:30:33,49
Alabama,US,2020-09-22 04:30:33,2439
Alaska,US,2020-09-22 04:30:33,45
American Samoa,US,2020-09-22 04:30:33,0
Arizona,US,2020-09-22 04:30:33,5478
Arkansas,US,2020-09-22 04:30:33,1197
California,US,2020-09-22 04:30:33,15056
Colorado,US,2020-09-22 04:30:33,2018
Connecticut,US,2020-09-22 04:30:33,4495
Delaware,US,2020-09-22 04:30:33,627
Diamond Princess,US,2020-09-22 04:30:33,0
District of Columbia,US,2020-09-22 04:30:33,621
Florida,US,2020-09-22 04:30:33,13317
Georgia,US,2020-09-22 04:30:33,6604
Grand Princess,US,2020-09-22 04:30:33,3
Guam,US,2020-09-22 04:30:33,35
Hawaii,US,2020-09-22 04:30:33,120
Idaho,US,2020-09-22 04:30:33,447
Illinois,US,2020-09-22 04:30:33,8693
Indiana,US,2020-09-22 04:30:33,3512
Iowa,US,2020-09-22 04:30:33,1284
Kansas,US,2020-09-22 04:30:33,601
Kentucky,US,2020-09-22 04:30:33,1112
Louisiana,US,2020-09-22 04:30:33,5377
Maine,US,2020-09-22 04:30:33,140
Maryland,US,2020-09-22 04:30:33,3883
Massachusetts,US,2020-09-22 04:30:33,9317
Michigan,US,2020-09-22 04:30:33,6981
Minnesota,US,2020-09-22 04:30:33,2021
Mississippi,US,2020-09-22 04:30:33,2810
Missouri,US,2020-09-22 04:30:33,1838
Montana,US,2020-09-22 04:30:33,160
Nebraska,US,2020-09-22 04:30:33,452
Nevada,US,2020-09-22 04:30:33,1531
New Hampshire,US,2020-09-22 04:30:33,438
New Jersey,US,2020-09-22 04:30:33,16069
New Mexico,US,2020-09-22 04:30:33,851
New York,US,2020-09-22 04:30:33,33092
North Carolina,US,2020-09-22 04:30:33,3247
North Dakota,US,2020-09-22 04:30:33,193
Northern Mariana Islands,US,2020-09-22 04:30:33,2
Ohio,US,2020-09-22 04:30:33,4623
Oklahoma,US,2020-09-22 04:30:33,948
Oregon,US,2020-09-22 04:30:33,529
Pennsylvania,US,2020-09-22 04:30:33,7985
Puerto Rico,US,2020-09-22 04:30:33,609
Rhode Island,US,2020-09-22 04:30:33,1097
South Carolina,US,2020-09-22 04:30:33,3212
South Dakota,US,2020-09-22 04:30:33,202
Tennessee,US,2020-09-22 04:30:33,2233
Texas,US,2020-09-22 04:30:33,15127
Utah,US,2020-09-22 04:30:33,441
Vermont,US,2020-09-22 04:30:33,58
Virgin Islands,US,2020-09-22 04:30:33,19
Virginia,US,2020-09-22 04:30:33,3019
Washington,US,2020-09-22 04:30:33,2049
West Virginia,US,2020-09-22 04:30:33,315
Wisconsin,US,2020-09-22 04:30:33,1244
Wyoming,US,2020-09-22 04:30:33,49
Alabama,US,2020-09-23 04:30:25,2457
Alaska,US,2020-09-23 04:30:25,45
American Samoa,US,2020-09-23 04:30:25,0
Arizona,US,2020-09-23 04:30:25,5498
Arkansas,US,2020-09-23 04:30:25,1209
California,US,2020-09-23 04:30:25,15189
Colorado,US,2020-09-23 04:30:25,2025
Connecticut,US,2020-09-23 04:30:25,4496
Delaware,US,2020-09-23 04:30:25,628
Diamond Princess,US,2020-09-23 04:30:25,0
District of Columbia,US,2020-09-23 04:30:25,621
Florida,US,2020-09-23 04:30:25,13416
Georgia,US,2020-09-23 04:30:25,6673
Grand Princess,US,2020-09-23 04:30:25,3
Guam,US,2020-09-23 04:30:25,37
Hawaii,US,2020-09-23 04:30:25,120
Idaho,US,2020-09-23 04:30:25,451
Illinois,US,2020-09-23 04:30:25,8722
Indiana,US,2020-09-23 04:30:25,3520
Iowa,US,2020-09-23 04:30:25,1293
Kansas,US,2020-09-23 04:30:25,614
Kentucky,US,2020-09-23 04:30:25,1119
Louisiana,US,2020-09-23 04:30:25,5388
Maine,US,2020-09-23 04:30:25,140
Maryland,US,2020-09-23 04:30:25,3895
Massachusetts,US,2020-09-23 04:30:25,9328
Michigan,US,2020-09-23 04:30:25,6997
Minnesota,US,2020-09-23 04:30:25,2031
Mississippi,US,2020-09-23 04:30:25,2846
Missouri,US,2020-09-23 04:30:25,1867
Montana,US,2020-09-23 04:30:25,163
Nebraska,US,2020-09-23 04:30:25,461
Nevada,US,2020-09-23 04:30:25,1546
New Hampshire,US,2020-09-23 04:30:25,438
New Jersey,US,2020-09-23 04:30:25,16076
New Mexico,US,2020-09-23 04:30:25,854
New York,US,2020-09-23 04:30:25,33090
North Carolina,US,2020-09-23 04:30:25,3286
North Dakota,US,2020-09-23 04:30:25,196
Northern Mariana Islands,US,2020-09-23 04:30:25,2
Ohio,US,2020-09-23 04:30:25,4635
Oklahoma,US,2020-09-23 04:30:25,962
Oregon,US,2020-09-23 04:30:25,532
Pennsylvania,US,2020-09-23 04:30:25,8002
Puerto Rico,US,2020-09-23 04:30:25,613
Rhode Island,US,2020-09-23 04:30:25,1099
South Carolina,US,2020-09-23 04:30:25,3243
South Dakota,US,2020-09-23 04:30:25,202
Tennessee,US,2020-09-23 04:30:25,2261
Texas,US,2020-09-23 04:30:25,15229
Utah,US,2020-09-23 04:30:25,443
Vermont,US,2020-09-23 04:30:25,58
Virgin Islands,US,2020-09-23 04:30:25,19
Virginia,US,2020-09-23 04:30:25,3058
Washington,US,2020-09-23 04:30:25,2070
West Virginia,US,2020-09-23 04:30:25,320
Wisconsin,US,2020-09-23 04:30:25,1251
Wyoming,US,2020-09-23 04:30:25,49
Alabama,US,2020-09-24 04:30:25,2488
Alaska,US,2020-09-24 04:30:25,45
American Samoa,US,2020-09-24 04:30:25,0
Arizona,US,2020-09-24 04:30:25,5525
Arkansas,US,2020-09-24 04:30:25,1229
California,US,2020-09-24 04:30:25,15291
Colorado,US,2020-09-24 04:30:25,2030
Connecticut,US,2020-09-24 04:30:25,4497
Delaware,US,2020-09-24 04:30:25,629
Diamond Princess,US,2020-09-24 04:30:25,0
District of Columbia,US,2020-09-24 04:30:25,621
Florida,US,2020-09-24 04:30:25,13618
Georgia,US,2020-09-24 04:30:25,6769
Grand Princess,US,2020-09-24 04:30:25,3
Guam,US,2020-09-24 04:30:25,37
Hawaii,US,2020-09-24 04:30:25,122
Idaho,US,2020-09-24 04:30:25,454
Illinois,US,2020-09-24 04:30:25,8744
Indiana,US,2020-09-24 04:30:25,3530
Iowa,US,2020-09-24 04:30:25,1298
Kansas,US,2020-09-24 04:30:25,620
Kentucky,US,2020-09-24 04:30:25,1124
Louisiana,US,2020-09-24 04:30:25,5407
Maine,US,2020-09-24 04:30:25,140
Maryland,US,2020-09-24 04:30:25,3902
Massachusetts,US,2020-09-24 04:30:25,9347
Michigan,US,2020-09-24 04:30:25,7013
Minnesota,US,2020-09-24 04:30:25,2037
Mississippi,US,2020-09-24 04:30:25,2870
Missouri,US,2020-09-24 04:30:25,1938
Montana,US,2020-09-24 04:30:25,165
Nebraska,US,2020-09-24 04:30:25,462
Nevada,US,2020-09-24 04:30:25,1556
New Hampshire,US,2020-09-24 04:30:25,438
New Jersey,US,2020-09-24 04:30:25,16082
New Mexico,US,2020-09-24 04:30:25,857
New York,US,2020-09-24 04:30:25,33090
North Carolina,US,2020-09-24 04:30:25,3316
North Dakota,US,2020-09-24 04:30:25,203
Northern Mariana Islands,US,2020-09-24 04:30:25,2
Ohio,US,2020-09-24 04:30:25,4687
Oklahoma,US,2020-09-24 04:30:25,970
Oregon,US,2020-09-24 04:30:25,538
Pennsylvania,US,2020-09-24 04:30:25,8038
Puerto Rico,US,2020-09-24 04:30:25,617
Rhode Island,US,2020-09-24 04:30:25,1102
South Carolina,US,2020-09-24 04:30:25,3262
South Dakota,US,2020-09-24 04:30:25,202
Tennessee,US,2020-09-24 04:30:25,2277
Texas,US,2020-09-24 04:30:25,15372
Utah,US,2020-09-24 04:30:25,444
Vermont,US,2020-09-24 04:30:25,58
Virgin Islands,US,2020-09-24 04:30:25,19
Virginia,US,2020-09-24 04:30:25,3087
Washington,US,2020-09-24 04:30:25,2081
West Virginia,US,2020-09-24 04:30:25,322
Wisconsin,US,2020-09-24 04:30:25,1259
Wyoming,US,2020-09-24 04:30:25,50
Alabama,US,2020-09-25 04:30:27,2506
Alaska,US,2020-09-25 04:30:27,46
American Samoa,US,2020-09-25 04:30:27,0
Arizona,US,2020-09-25 04:30:27,5559
Arkansas,US,2020-09-25 04:30:27,1246
California,US,2020-09-25 04:30:27,15393
Colorado,US,2020-09-25 04:30:27,2033
Connecticut,US,2020-09-25 04:30:27,4499
Delaware,US,2020-09-25 04:30:27,630
Diamond Princess,US,2020-09-25 04:30:27,0
District of Columbia,US,2020-09-25 04:30:27,621
Florida,US,2020-09-25 04:30:27,13795
Georgia,US,2020-09-25 04:30:27,6816
Grand Princess,US,2020-09-25 04:30:27,3
Guam,US,2020-09-25 04:30:27,38
Hawaii,US,2020-09-25 04:30:27,124
Idaho,US,2020-09-25 04:30:27,457
Illinois,US,2020-09-25 04:30:27,8774
Indiana,US,2020-09-25 04:30:27,3548
Iowa,US,2020-09-25 04:30:27,1303
Kansas,US,2020-09-25 04:30:27,621
Kentucky,US,2020-09-25 04:30:27,1137
Louisiana,US,2020-09-25 04:30:27,5423
Maine,US,2020-09-25 04:30:27,140
Maryland,US,2020-09-25 04:30:27,3909
Massachusetts,US,2020-09-25 04:30:27,9362
Michigan,US,2020-09-25 04:30:27,7019
Minnesota,US,2020-09-25 04:30:27,2040
Mississippi,US,2020-09-25 04:30:27,2874
Missouri,US,2020-09-25 04:30:27,1951
Montana,US,2020-09-25 04:30:27,165
Nebraska,US,2020-09-25 04:30:27,462
Nevada,US,2020-09-25 04:30:27,1564
New Hampshire,US,2020-09-25 04:30:27,438
New Jersey,US,2020-09-25 04:30:27,16091
New Mexico,US,2020-09-25 04:30:27,859
New York,US,2020-09-25 04:30:27,33095
North Carolina,US,2020-09-25 04:30:27,3356
North Dakota,US,2020-09-25 04:30:27,211
Northern Mariana Islands,US,2020-09-25 04:30:27,2
Ohio,US,2020-09-25 04:30:27,4715
Oklahoma,US,2020-09-25 04:30:27,981
Oregon,US,2020-09-25 04:30:27,539
Pennsylvania,US,2020-09-25 04:30:27,8054
Puerto Rico,US,2020-09-25 04:30:27,627
Rhode Island,US,2020-09-25 04:30:27,1106
South Carolina,US,2020-09-25 04:30:27,3279
South Dakota,US,2020-09-25 04:30:27,210
Tennessee,US,2020-09-25 04:30:27,2312
Texas,US,2020-09-25 04:30:27,15510
Utah,US,2020-09-25 04:30:27,444
Vermont,US,2020-09-25 04:30:27,58
Virgin Islands,US,2020-09-25 04:30:27,19
Virginia,US,2020-09-25 04:30:27,3111
Washington,US,2020-09-25 04:30:27,2080
West Virginia,US,2020-09-25 04:30:27,328
Wisconsin,US,2020-09-25 04:30:27,1265
Wyoming,US,2020-09-25 04:30:27,50
Alabama,US,2020-09-26 04:30:24,2491
Alaska,US,2020-09-26 04:30:24,52
American Samoa,US,2020-09-26 04:30:24,0
Arizona,US,2020-09-26 04:30:24,5587
Arkansas,US,2020-09-26 04:30:24,1266
California,US,2020-09-26 04:30:24,15516
Colorado,US,2020-09-26 04:30:24,2034
Connecticut,US,2020-09-26 04:30:24,4501
Delaware,US,2020-09-26 04:30:24,631
Diamond Princess,US,2020-09-26 04:30:24,0
District of Columbia,US,2020-09-26 04:30:24,623
Florida,US,2020-09-26 04:30:24,13915
Georgia,US,2020-09-26 04:30:24,6874
Grand Princess,US,2020-09-26 04:30:24,3
Guam,US,2020-09-26 04:30:24,39
Hawaii,US,2020-09-26 04:30:24,127
Idaho,US,2020-09-26 04:30:24,458
Illinois,US,2020-09-26 04:30:24,8807
Indiana,US,2020-09-26 04:30:24,3566
Iowa,US,2020-09-26 04:30:24,1312
Kansas,US,2020-09-26 04:30:24,635
Kentucky,US,2020-09-26 04:30:24,1149
Louisiana,US,2020-09-26 04:30:24,5444
Maine,US,2020-09-26 04:30:24,140
Maryland,US,2020-09-26 04:30:24,3917
Massachusetts,US,2020-09-26 04:30:24,9373
Michigan,US,2020-09-26 04:30:24,7027
Minnesota,US,2020-09-26 04:30:24,2046
Mississippi,US,2020-09-26 04:30:24,2894
Missouri,US,2020-09-26 04:30:24,1991
Montana,US,2020-09-26 04:30:24,170
Nebraska,US,2020-09-26 04:30:24,468
Nevada,US,2020-09-26 04:30:24,1573
New Hampshire,US,2020-09-26 04:30:24,438
New Jersey,US,2020-09-26 04:30:24,16097
New Mexico,US,2020-09-26 04:30:24,865
New York,US,2020-09-26 04:30:24,33122
North Carolina,US,2020-09-26 04:30:24,3409
North Dakota,US,2020-09-26 04:30:24,219
Northern Mariana Islands,US,2020-09-26 04:30:24,2
Ohio,US,2020-09-26 04:30:24,4734
Oklahoma,US,2020-09-26 04:30:24,993
Oregon,US,2020-09-26 04:30:24,542
Pennsylvania,US,2020-09-26 04:30:24,8065
Puerto Rico,US,2020-09-26 04:30:24,635
Rhode Island,US,2020-09-26 04:30:24,1107
South Carolina,US,2020-09-26 04:30:24,3297
South Dakota,US,2020-09-26 04:30:24,216
Tennessee,US,2020-09-26 04:30:24,2352
Texas,US,2020-09-26 04:30:24,15610
Utah,US,2020-09-26 04:30:24,448
Vermont,US,2020-09-26 04:30:24,58
Virgin Islands,US,2020-09-26 04:30:24,19
Virginia,US,2020-09-26 04:30:24,3134
Washington,US,2020-09-26 04:30:24,2100
West Virginia,US,2020-09-26 04:30:24,335
Wisconsin,US,2020-09-26 04:30:24,1274
Wyoming,US,2020-09-26 04:30:24,50
Alabama,US,2020-09-27 04:30:34,2501
Alaska,US,2020-09-27 04:30:34,52
American Samoa,US,2020-09-27 04:30:34,0
Arizona,US,2020-09-27 04:30:34,5622
Arkansas,US,2020-09-27 04:30:34,1285
California,US,2020-09-27 04:30:34,15583
Colorado,US,2020-09-27 04:30:34,2040
Connecticut,US,2020-09-27 04:30:34,4501
Delaware,US,2020-09-27 04:30:34,633
Diamond Princess,US,2020-09-27 04:30:34,0
District of Columbia,US,2020-09-27 04:30:34,624
Florida,US,2020-09-27 04:30:34,14022
Georgia,US,2020-09-27 04:30:34,6914
Grand Princess,US,2020-09-27 04:30:34,3
Guam,US,2020-09-27 04:30:34,39
Hawaii,US,2020-09-27 04:30:34,131
Idaho,US,2020-09-27 04:30:34,460
Illinois,US,2020-09-27 04:30:34,8832
Indiana,US,2020-09-27 04:30:34,3577
Iowa,US,2020-09-27 04:30:34,1314
Kansas,US,2020-09-27 04:30:34,635
Kentucky,US,2020-09-27 04:30:34,1154
Louisiana,US,2020-09-27 04:30:34,5444
Maine,US,2020-09-27 04:30:34,140
Maryland,US,2020-09-27 04:30:34,3925
Massachusetts,US,2020-09-27 04:30:34,9391
Michigan,US,2020-09-27 04:30:34,7044
Minnesota,US,2020-09-27 04:30:34,2056
Mississippi,US,2020-09-27 04:30:34,2911
Missouri,US,2020-09-27 04:30:34,2054
Montana,US,2020-09-27 04:30:34,171
Nebraska,US,2020-09-27 04:30:34,469
