Province_State,Country_Region,Last_Update,Deaths
Alabama,US,2020-04-24 03:33:00,202
Alaska,US,2020-04-24 03:33:00,9
American Samoa,US,2020-04-24 03:33:00,0
Arizona,US,2020-04-24 03:33:00,249
Arkansas,US,2020-04-24 03:33:00,45
California,US,2020-04-24 03:33:00,1533
Colorado,US,2020-04-24 03:33:00,552
Connecticut,US,2020-04-24 03:33:00,1639
Delaware,US,2020-04-24 03:33:00,92
Diamond Princess,US,2020-04-24 03:33:00,0
District of Columbia,US,2020-04-24 03:33:00,139
Florida,US,2020-04-24 03:33:00,987
Georgia,US,2020-04-24 03:33:00,881
Grand Princess,US,2020-04-24 03:33:00,3
Guam,US,2020-04-24 03:33:00,5
Hawaii,US,2020-04-24 03:33:00,12
Idaho,US,2020-04-24 03:33:00,54
Illinois,US,2020-04-24 03:33:00,1688
Indiana,US,2020-04-24 03:33:00,706
Iowa,US,2020-04-24 03:33:00,96
Kansas,US,2020-04-24 03:33:00,113
Kentucky,US,2020-04-24 03:33:00,191
Louisiana,US,2020-04-24 03:33:00,1599
Maine,US,2020-04-24 03:33:00,44
Maryland,US,2020-04-24 03:33:00,748
Massachusetts,US,2020-04-24 03:33:00,2360
Michigan,US,2020-04-24 03:33:00,2977
Minnesota,US,2020-04-24 03:33:00,200
Mississippi,US,2020-04-24 03:33:00,201
Missouri,US,2020-04-24 03:33:00,252
Montana,US,2020-04-24 03:33:00,14
Nebraska,US,2020-04-24 03:33:00,47
Nevada,US,2020-04-24 03:33:00,195
New Hampshire,US,2020-04-24 03:33:00,51
New Jersey,US,2020-04-24 03:33:00,5426
New Mexico,US,2020-04-24 03:33:00,78
New York,US,2020-04-24 03:33:00,20973
North Carolina,US,2020-04-24 03:33:00,281
North Dakota,US,2020-04-24 03:33:00,15
Northern Mariana Islands,US,2020-04-24 03:33:00,2
Ohio,US,2020-04-24 03:33:00,656
Oklahoma,US,2020-04-24 03:33:00,179
Oregon,US,2020-04-24 03:33:00,83
Pennsylvania,US,2020-04-24 03:33:00,1724
Puerto Rico,US,2020-04-24 03:33:00,69
Recovered,US,2020-04-24 03:33:00,0
Rhode Island,US,2020-04-24 03:33:00,189
South Carolina,US,2020-04-24 03:33:00,150
South Dakota,US,2020-04-24 03:33:00,9
Tennessee,US,2020-04-24 03:33:00,171
Texas,US,2020-04-24 03:33:00,604
Utah,US,2020-04-24 03:33:00,35
Vermont,US,2020-04-24 03:33:00,43
Virgin Islands,US,2020-04-24 03:33:00,3
Virginia,US,2020-04-24 03:33:00,373
Washington,US,2020-04-24 03:33:00,711
West Virginia,US,2020-04-24 03:33:00,31
Wisconsin,US,2020-04-24 03:33:00,258
Wyoming,US,2020-04-24 03:33:00,7
Alabama,US,2020-04-25 06:32:46,209
Alaska,US,2020-04-25 06:32:46,9
American Samoa,US,2020-04-25 06:32:46,0
Arizona,US,2020-04-25 06:32:46,266
Arkansas,US,2020-04-25 06:32:46,47
California,US,2020-04-25 06:32:46,1621
Colorado,US,2020-04-25 06:32:46,674
Connecticut,US,2020-04-25 06:32:46,1767
Delaware,US,2020-04-25 06:32:46,100
Diamond Princess,US,2020-04-25 06:32:46,0
District of Columbia,US,2020-04-25 06:32:46,153
Florida,US,2020-04-25 06:32:46,1046
Georgia,US,2020-04-25 06:32:46,899
Grand Princess,US,2020-04-25 06:32:46,3
Guam,US,2020-04-25 06:32:46,5
Hawaii,US,2020-04-25 06:32:46,13
Idaho,US,2020-04-25 06:32:46,54
Illinois,US,2020-04-25 06:32:46,1795
Indiana,US,2020-04-25 06:32:46,741
Iowa,US,2020-04-25 06:32:46,107
Kansas,US,2020-04-25 06:32:46,118
Kentucky,US,2020-04-25 06:32:46,200
Louisiana,US,2020-04-25 06:32:46,1660
Maine,US,2020-04-25 06:32:46,47
Maryland,US,2020-04-25 06:32:46,798
Massachusetts,US,2020-04-25 06:32:46,2556
Michigan,US,2020-04-25 06:32:46,3085
Minnesota,US,2020-04-25 06:32:46,221
Mississippi,US,2020-04-25 06:32:46,209
Missouri,US,2020-04-25 06:32:46,272
Montana,US,2020-04-25 06:32:46,14
Nebraska,US,2020-04-25 06:32:46,50
Nevada,US,2020-04-25 06:32:46,197
New Hampshire,US,2020-04-25 06:32:46,53
New Jersey,US,2020-04-25 06:32:46,5683
New Mexico,US,2020-04-25 06:32:46,84
New York,US,2020-04-25 06:32:46,21411
North Carolina,US,2020-04-25 06:32:46,294
North Dakota,US,2020-04-25 06:32:46,15
Northern Mariana Islands,US,2020-04-25 06:32:46,2
Ohio,US,2020-04-25 06:32:46,690
Oklahoma,US,2020-04-25 06:32:46,188
Oregon,US,2020-04-25 06:32:46,86
Pennsylvania,US,2020-04-25 06:32:46,1747
Puerto Rico,US,2020-04-25 06:32:46,77
Recovered,US,2020-04-25 06:32:46,0
Rhode Island,US,2020-04-25 06:32:46,202
South Carolina,US,2020-04-25 06:32:46,157
South Dakota,US,2020-04-25 06:32:46,10
Tennessee,US,2020-04-25 06:32:46,169
Texas,US,2020-04-25 06:32:46,624
Utah,US,2020-04-25 06:32:46,39
Vermont,US,2020-04-25 06:32:46,44
Virgin Islands,US,2020-04-25 06:32:46,3
Virginia,US,2020-04-25 06:32:46,411
Washington,US,2020-04-25 06:32:46,722
West Virginia,US,2020-04-25 06:32:46,32
Wisconsin,US,2020-04-25 06:32:46,263
Wyoming,US,2020-04-25 06:32:46,7
Alabama,US,2020-04-26 02:32:45,209
Alaska,US,2020-04-26 02:32:45,9
American Samoa,US,2020-04-26 02:32:45,0
Arizona,US,2020-04-26 02:32:45,273
Arkansas,US,2020-04-26 02:32:45,48
California,US,2020-04-26 02:32:45,1689
Colorado,US,2020-04-26 02:32:45,684
Connecticut,US,2020-04-26 02:32:45,1865
Delaware,US,2020-04-26 02:32:45,112
Diamond Princess,US,2020-04-26 02:32:45,0
District of Columbia,US,2020-04-26 02:32:45,165
Florida,US,2020-04-26 02:32:45,1055
Georgia,US,2020-04-26 02:32:45,907
Grand Princess,US,2020-04-26 02:32:45,3
Guam,US,2020-04-26 02:32:45,5
Hawaii,US,2020-04-26 02:32:45,13
Idaho,US,2020-04-26 02:32:45,56
Illinois,US,2020-04-26 02:32:45,1875
Indiana,US,2020-04-26 02:32:45,786
Iowa,US,2020-04-26 02:32:45,112
Kansas,US,2020-04-26 02:32:45,120
Kentucky,US,2020-04-26 02:32:45,205
Louisiana,US,2020-04-26 02:32:45,1707
Maine,US,2020-04-26 02:32:45,47
Maryland,US,2020-04-26 02:32:45,875
Massachusetts,US,2020-04-26 02:32:45,2730
Michigan,US,2020-04-26 02:32:45,3155
Minnesota,US,2020-04-26 02:32:45,244
Mississippi,US,2020-04-26 02:32:45,221
Missouri,US,2020-04-26 02:32:45,281
Montana,US,2020-04-26 02:32:45,14
Nebraska,US,2020-04-26 02:32:45,50
Nevada,US,2020-04-26 02:32:45,205
New Hampshire,US,2020-04-26 02:32:45,53
New Jersey,US,2020-04-26 02:32:45,5914
New Mexico,US,2020-04-26 02:32:45,93
New York,US,2020-04-26 02:32:45,22009
North Carolina,US,2020-04-26 02:32:45,305
North Dakota,US,2020-04-26 02:32:45,16
Northern Mariana Islands,US,2020-04-26 02:32:45,2
Ohio,US,2020-04-26 02:32:45,711
Oklahoma,US,2020-04-26 02:32:45,194
Oregon,US,2020-04-26 02:32:45,87
Pennsylvania,US,2020-04-26 02:32:45,1793
Puerto Rico,US,2020-04-26 02:32:45,83
Recovered,US,2020-04-26 02:32:45,0
Rhode Island,US,2020-04-26 02:32:45,215
South Carolina,US,2020-04-26 02:32:45,166
South Dakota,US,2020-04-26 02:32:45,10
Tennessee,US,2020-04-26 02:32:45,177
Texas,US,2020-04-26 02:32:45,638
Utah,US,2020-04-26 02:32:45,41
Vermont,US,2020-04-26 02:32:45,46
Virgin Islands,US,2020-04-26 02:32:45,3
Virginia,US,2020-04-26 02:32:45,437
Washington,US,2020-04-26 02:32:45,737
West Virginia,US,2020-04-26 02:32:45,32
Wisconsin,US,2020-04-26 02:32:45,266
Wyoming,US,2020-04-26 02:32:45,7
Alabama,US,2020-04-27 02:32:46,219
Alaska,US,2020-04-27 02:32:46,9
American Samoa,US,2020-04-27 02:32:46,0
Arizona,US,2020-04-27 02:32:46,275
Arkansas,US,2020-04-27 02:32:46,51
California,US,2020-04-27 02:32:46,1725
Colorado,US,2020-04-27 02:32:46,688
Connecticut,US,2020-04-27 02:32:46,1924
Delaware,US,2020-04-27 02:32:46,120
Diamond Princess,US,2020-04-27 02:32:46,0
District of Columbia,US,2020-04-27 02:32:46,178
Florida,US,2020-04-27 02:32:46,1075
Georgia,US,2020-04-27 02:32:46,916
Grand Princess,US,2020-04-27 02:32:46,3
Guam,US,2020-04-27 02:32:46,5
Hawaii,US,2020-04-27 02:32:46,14
Idaho,US,2020-04-27 02:32:46,56
Illinois,US,2020-04-27 02:32:46,1933
Indiana,US,2020-04-27 02:32:46,813
Iowa,US,2020-04-27 02:32:46,118
Kansas,US,2020-04-27 02:32:46,121
Kentucky,US,2020-04-27 02:32:46,208
Louisiana,US,2020-04-27 02:32:46,1729
Maine,US,2020-04-27 02:32:46,50
Maryland,US,2020-04-27 02:32:46,910
Massachusetts,US,2020-04-27 02:32:46,2899
Michigan,US,2020-04-27 02:32:46,3315
Minnesota,US,2020-04-27 02:32:46,272
Mississippi,US,2020-04-27 02:32:46,227
Missouri,US,2020-04-27 02:32:46,283
Montana,US,2020-04-27 02:32:46,14
Nebraska,US,2020-04-27 02:32:46,56
Nevada,US,2020-04-27 02:32:46,206
New Hampshire,US,2020-04-27 02:32:46,60
New Jersey,US,2020-04-27 02:32:46,5938
New Mexico,US,2020-04-27 02:32:46,99
New York,US,2020-04-27 02:32:46,22269
North Carolina,US,2020-04-27 02:32:46,324
North Dakota,US,2020-04-27 02:32:46,17
Northern Mariana Islands,US,2020-04-27 02:32:46,2
Ohio,US,2020-04-27 02:32:46,728
Oklahoma,US,2020-04-27 02:32:46,195
Oregon,US,2020-04-27 02:32:46,92
Pennsylvania,US,2020-04-27 02:32:46,1816
Puerto Rico,US,2020-04-27 02:32:46,84
Recovered,US,2020-04-27 02:32:46,0
Rhode Island,US,2020-04-27 02:32:46,226
South Carolina,US,2020-04-27 02:32:46,174
South Dakota,US,2020-04-27 02:32:46,11
Tennessee,US,2020-04-27 02:32:46,181
Texas,US,2020-04-27 02:32:46,651
Utah,US,2020-04-27 02:32:46,41
Vermont,US,2020-04-27 02:32:46,46
Virgin Islands,US,2020-04-27 02:32:46,4
Virginia,US,2020-04-27 02:32:46,449
Washington,US,2020-04-27 02:32:46,749
West Virginia,US,2020-04-27 02:32:46,34
Wisconsin,US,2020-04-27 02:32:46,272
Wyoming,US,2020-04-27 02:32:46,7
Alabama,US,2020-04-28 02:32:46,228
Alaska,US,2020-04-28 02:32:46,9
American Samoa,US,2020-04-28 02:32:46,0
Arizona,US,2020-04-28 02:32:46,275
Arkansas,US,2020-04-28 02:32:46,51
California,US,2020-04-28 02:32:46,1779
Colorado,US,2020-04-28 02:32:46,706
Connecticut,US,2020-04-28 02:32:46,2012
Delaware,US,2020-04-28 02:32:46,125
Diamond Princess,US,2020-04-28 02:32:46,0
District of Columbia,US,2020-04-28 02:32:46,185
Florida,US,2020-04-28 02:32:46,1088
Georgia,US,2020-04-28 02:32:46,995
Grand Princess,US,2020-04-28 02:32:46,3
Guam,US,2020-04-28 02:32:46,5
Hawaii,US,2020-04-28 02:32:46,16
Idaho,US,2020-04-28 02:32:46,56
Illinois,US,2020-04-28 02:32:46,1983
Indiana,US,2020-04-28 02:32:46,844
Iowa,US,2020-04-28 02:32:46,127
Kansas,US,2020-04-28 02:32:46,126
Kentucky,US,2020-04-28 02:32:46,213
Louisiana,US,2020-04-28 02:32:46,1740
Maine,US,2020-04-28 02:32:46,51
Maryland,US,2020-04-28 02:32:46,945
Massachusetts,US,2020-04-28 02:32:46,3003
Michigan,US,2020-04-28 02:32:46,3407
Minnesota,US,2020-04-28 02:32:46,286
Mississippi,US,2020-04-28 02:32:46,229
Missouri,US,2020-04-28 02:32:46,343
Montana,US,2020-04-28 02:32:46,14
Nebraska,US,2020-04-28 02:32:46,56
Nevada,US,2020-04-28 02:32:46,206
New Hampshire,US,2020-04-28 02:32:46,60
New Jersey,US,2020-04-28 02:32:46,6044
New Mexico,US,2020-04-28 02:32:46,99
New York,US,2020-04-28 02:32:46,22668
North Carolina,US,2020-04-28 02:32:46,340
North Dakota,US,2020-04-28 02:32:46,19
Northern Mariana Islands,US,2020-04-28 02:32:46,2
Ohio,US,2020-04-28 02:32:46,753
Oklahoma,US,2020-04-28 02:32:46,197
Oregon,US,2020-04-28 02:32:46,92
Pennsylvania,US,2020-04-28 02:32:46,1886
Puerto Rico,US,2020-04-28 02:32:46,84
Recovered,US,2020-04-28 02:32:46,0
Rhode Island,US,2020-04-28 02:32:46,233
South Carolina,US,2020-04-28 02:32:46,177
South Dakota,US,2020-04-28 02:32:46,11
Tennessee,US,2020-04-28 02:32:46,184
Texas,US,2020-04-28 02:32:46,666
Utah,US,2020-04-28 02:32:46,41
Vermont,US,2020-04-28 02:32:46,47
Virgin Islands,US,2020-04-28 02:32:46,4
Virginia,US,2020-04-28 02:32:46,460
Washington,US,2020-04-28 02:32:46,764
West Virginia,US,2020-04-28 02:32:46,34
Wisconsin,US,2020-04-28 02:32:46,281
Wyoming,US,2020-04-28 02:32:46,7
Alabama,US,2020-04-29 02:32:33,242
Alaska,US,2020-04-29 02:32:33,9
American Samoa,US,2020-04-29 02:32:33,0
Arizona,US,2020-04-29 02:32:33,275
Arkansas,US,2020-04-29 02:32:33,57
California,US,2020-04-29 02:32:33,1864
Colorado,US,2020-04-29 02:32:33,736
Connecticut,US,2020-04-29 02:32:33,2087
Delaware,US,2020-04-29 02:32:33,137
Diamond Princess,US,2020-04-29 02:32:33,0
District of Columbia,US,2020-04-29 02:32:33,190
Florida,US,2020-04-29 02:32:33,1171
Georgia,US,2020-04-29 02:32:33,1036
Grand Princess,US,2020-04-29 02:32:33,3
Guam,US,2020-04-29 02:32:33,5
Hawaii,US,2020-04-29 02:32:33,16
Idaho,US,2020-04-29 02:32:33,60
Illinois,US,2020-04-29 02:32:33,2125
Indiana,US,2020-04-29 02:32:33,901
Iowa,US,2020-04-29 02:32:33,136
Kansas,US,2020-04-29 02:32:33,127
Kentucky,US,2020-04-29 02:32:33,225
Louisiana,US,2020-04-29 02:32:33,1801
Maine,US,2020-04-29 02:32:33,51
Maryland,US,2020-04-29 02:32:33,1016
Massachusetts,US,2020-04-29 02:32:33,3153
Michigan,US,2020-04-29 02:32:33,3568
Minnesota,US,2020-04-29 02:32:33,301
Mississippi,US,2020-04-29 02:32:33,239
Missouri,US,2020-04-29 02:32:33,330
Montana,US,2020-04-29 02:32:33,15
Nebraska,US,2020-04-29 02:32:33,56
Nevada,US,2020-04-29 02:32:33,219
New Hampshire,US,2020-04-29 02:32:33,60
New Jersey,US,2020-04-29 02:32:33,6442
New Mexico,US,2020-04-29 02:32:33,105
New York,US,2020-04-29 02:32:33,22912
North Carolina,US,2020-04-29 02:32:33,363
North Dakota,US,2020-04-29 02:32:33,19
Northern Mariana Islands,US,2020-04-29 02:32:33,2
Ohio,US,2020-04-29 02:32:33,799
Oklahoma,US,2020-04-29 02:32:33,207
Oregon,US,2020-04-29 02:32:33,99
Pennsylvania,US,2020-04-29 02:32:33,2046
Puerto Rico,US,2020-04-29 02:32:33,86
Recovered,US,2020-04-29 02:32:33,0
Rhode Island,US,2020-04-29 02:32:33,239
South Carolina,US,2020-04-29 02:32:33,192
South Dakota,US,2020-04-29 02:32:33,11
Tennessee,US,2020-04-29 02:32:33,188
Texas,US,2020-04-29 02:32:33,719
Utah,US,2020-04-29 02:32:33,41
Vermont,US,2020-04-29 02:32:33,47
Virgin Islands,US,2020-04-29 02:32:33,4
Virginia,US,2020-04-29 02:32:33,492
Washington,US,2020-04-29 02:32:33,786
West Virginia,US,2020-04-29 02:32:33,38
Wisconsin,US,2020-04-29 02:32:33,300
Wyoming,US,2020-04-29 02:32:33,7
Alabama,US,2020-04-30 02:32:31,256
Alaska,US,2020-04-30 02:32:31,9
American Samoa,US,2020-04-30 02:32:31,0
Arizona,US,2020-04-30 02:32:31,308
Arkansas,US,2020-04-30 02:32:31,57
California,US,2020-04-30 02:32:31,1946
Colorado,US,2020-04-30 02:32:31,766
Connecticut,US,2020-04-30 02:32:31,2169
Delaware,US,2020-04-30 02:32:31,144
Diamond Princess,US,2020-04-30 02:32:31,0
District of Columbia,US,2020-04-30 02:32:31,205
Florida,US,2020-04-30 02:32:31,1218
Georgia,US,2020-04-30 02:32:31,1101
Grand Princess,US,2020-04-30 02:32:31,3
Guam,US,2020-04-30 02:32:31,5
Hawaii,US,2020-04-30 02:32:31,16
Idaho,US,2020-04-30 02:32:31,60
Illinois,US,2020-04-30 02:32:31,2215
Indiana,US,2020-04-30 02:32:31,964
Iowa,US,2020-04-30 02:32:31,148
Kansas,US,2020-04-30 02:32:31,134
Kentucky,US,2020-04-30 02:32:31,234
Louisiana,US,2020-04-30 02:32:31,1845
Maine,US,2020-04-30 02:32:31,52
Maryland,US,2020-04-30 02:32:31,1078
Massachusetts,US,2020-04-30 02:32:31,3405
Michigan,US,2020-04-30 02:32:31,3670
Minnesota,US,2020-04-30 02:32:31,319
Mississippi,US,2020-04-30 02:32:31,250
Missouri,US,2020-04-30 02:32:31,338
Montana,US,2020-04-30 02:32:31,16
Nebraska,US,2020-04-30 02:32:31,56
Nevada,US,2020-04-30 02:32:31,230
New Hampshire,US,2020-04-30 02:32:31,60
New Jersey,US,2020-04-30 02:32:31,6771
New Mexico,US,2020-04-30 02:32:31,112
New York,US,2020-04-30 02:32:31,23477
North Carolina,US,2020-04-30 02:32:31,382
North Dakota,US,2020-04-30 02:32:31,19
Northern Mariana Islands,US,2020-04-30 02:32:31,2
Ohio,US,2020-04-30 02:32:31,937
Oklahoma,US,2020-04-30 02:32:31,214
Oregon,US,2020-04-30 02:32:31,101
Pennsylvania,US,2020-04-30 02:32:31,2373
Puerto Rico,US,2020-04-30 02:32:31,86
Recovered,US,2020-04-30 02:32:31,0
Rhode Island,US,2020-04-30 02:32:31,251
South Carolina,US,2020-04-30 02:32:31,231
South Dakota,US,2020-04-30 02:32:31,13
Tennessee,US,2020-04-30 02:32:31,195
Texas,US,2020-04-30 02:32:31,754
Utah,US,2020-04-30 02:32:31,45
Vermont,US,2020-04-30 02:32:31,47
Virgin Islands,US,2020-04-30 02:32:31,4
Virginia,US,2020-04-30 02:32:31,522
Washington,US,2020-04-30 02:32:31,801
West Virginia,US,2020-04-30 02:32:31,38
Wisconsin,US,2020-04-30 02:32:31,308
Wyoming,US,2020-04-30 02:32:31,7
Alabama,US,2020-05-01 02:32:32,272
Alaska,US,2020-05-01 02:32:32,9
American Samoa,US,2020-05-01 02:32:32,0
Arizona,US,2020-05-01 02:32:32,320
Arkansas,US,2020-05-01 02:32:32,61
California,US,2020-05-01 02:32:32,2031
Colorado,US,2020-05-01 02:32:32,777
Connecticut,US,2020-05-01 02:32:32,2257
Delaware,US,2020-05-01 02:32:32,152
Diamond Princess,US,2020-05-01 02:32:32,0
District of Columbia,US,2020-05-01 02:32:32,224
Florida,US,2020-05-01 02:32:32,1268
Georgia,US,2020-05-01 02:32:32,1132
Grand Princess,US,2020-05-01 02:32:32,3
Guam,US,2020-05-01 02:32:32,5
Hawaii,US,2020-05-01 02:32:32,16
Idaho,US,2020-05-01 02:32:32,60
Illinois,US,2020-05-01 02:32:32,2355
Indiana,US,2020-05-01 02:32:32,1114
Iowa,US,2020-05-01 02:32:32,162
Kansas,US,2020-05-01 02:32:32,134
Kentucky,US,2020-05-01 02:32:32,240
Louisiana,US,2020-05-01 02:32:32,1905
Maine,US,2020-05-01 02:32:32,53
Maryland,US,2020-05-01 02:32:32,1140
Massachusetts,US,2020-05-01 02:32:32,3562
Michigan,US,2020-05-01 02:32:32,3789
Minnesota,US,2020-05-01 02:32:32,343
Mississippi,US,2020-05-01 02:32:32,261
Missouri,US,2020-05-01 02:32:32,350
Montana,US,2020-05-01 02:32:32,16
Nebraska,US,2020-05-01 02:32:32,70
Nevada,US,2020-05-01 02:32:32,243
New Hampshire,US,2020-05-01 02:32:32,72
New Jersey,US,2020-05-01 02:32:32,7228
New Mexico,US,2020-05-01 02:32:32,123
New York,US,2020-05-01 02:32:32,23587
North Carolina,US,2020-05-01 02:32:32,406
North Dakota,US,2020-05-01 02:32:32,19
Northern Mariana Islands,US,2020-05-01 02:32:32,2
Ohio,US,2020-05-01 02:32:32,976
Oklahoma,US,2020-05-01 02:32:32,222
Oregon,US,2020-05-01 02:32:32,103
Pennsylvania,US,2020-05-01 02:32:32,2475
Puerto Rico,US,2020-05-01 02:32:32,92
Rhode Island,US,2020-05-01 02:32:32,266
South Carolina,US,2020-05-01 02:32:32,244
South Dakota,US,2020-05-01 02:32:32,17
Tennessee,US,2020-05-01 02:32:32,199
Texas,US,2020-05-01 02:32:32,812
Utah,US,2020-05-01 02:32:32,46
Vermont,US,2020-05-01 02:32:32,49
Virgin Islands,US,2020-05-01 02:32:32,4
Virginia,US,2020-05-01 02:32:32,552
Washington,US,2020-05-01 02:32:32,814
West Virginia,US,2020-05-01 02:32:32,41
Wisconsin,US,2020-05-01 02:32:32,316
Wyoming,US,2020-05-01 02:32:32,7
Alabama,US,2020-05-02 02:32:31,289
Alaska,US,2020-05-02 02:32:31,9
American Samoa,US,2020-05-02 02:32:31,0
Arizona,US,2020-05-02 02:32:31,330
Arkansas,US,2020-05-02 02:32:31,64
California,US,2020-05-02 02:32:31,2126
Colorado,US,2020-05-02 02:32:31,821
Connecticut,US,2020-05-02 02:32:31,2339
Delaware,US,2020-05-02 02:32:31,159
Diamond Princess,US,2020-05-02 02:32:31,0
District of Columbia,US,2020-05-02 02:32:31,231
Florida,US,2020-05-02 02:32:31,1314
Georgia,US,2020-05-02 02:32:31,1169
Grand Princess,US,2020-05-02 02:32:31,3
Guam,US,2020-05-02 02:32:31,5
Hawaii,US,2020-05-02 02:32:31,16
Idaho,US,2020-05-02 02:32:31,63
Illinois,US,2020-05-02 02:32:31,2457
Indiana,US,2020-05-02 02:32:31,1175
Iowa,US,2020-05-02 02:32:31,170
Kansas,US,2020-05-02 02:32:31,140
Kentucky,US,2020-05-02 02:32:31,246
Louisiana,US,2020-05-02 02:32:31,1970
Maine,US,2020-05-02 02:32:31,55
Maryland,US,2020-05-02 02:32:31,1080
Massachusetts,US,2020-05-02 02:32:31,3716
Michigan,US,2020-05-02 02:32:31,3866
Minnesota,US,2020-05-02 02:32:31,370
Mississippi,US,2020-05-02 02:32:31,281
Missouri,US,2020-05-02 02:32:31,360
Montana,US,2020-05-02 02:32:31,16
Nebraska,US,2020-05-02 02:32:31,73
Nevada,US,2020-05-02 02:32:31,246
New Hampshire,US,2020-05-02 02:32:31,81
New Jersey,US,2020-05-02 02:32:31,7538
New Mexico,US,2020-05-02 02:32:31,131
New York,US,2020-05-02 02:32:31,24039
North Carolina,US,2020-05-02 02:32:31,419
North Dakota,US,2020-05-02 02:32:31,23
Northern Mariana Islands,US,2020-05-02 02:32:31,2
Ohio,US,2020-05-02 02:32:31,1003
Oklahoma,US,2020-05-02 02:32:31,230
Oregon,US,2020-05-02 02:32:31,104
Pennsylvania,US,2020-05-02 02:32:31,2635
Puerto Rico,US,2020-05-02 02:32:31,94
Rhode Island,US,2020-05-02 02:32:31,279
South Carolina,US,2020-05-02 02:32:31,256
South Dakota,US,2020-05-02 02:32:31,21
Tennessee,US,2020-05-02 02:32:31,204
Texas,US,2020-05-02 02:32:31,840
Utah,US,2020-05-02 02:32:31,46
Vermont,US,2020-05-02 02:32:31,50
Virgin Islands,US,2020-05-02 02:32:31,4
Virginia,US,2020-05-02 02:32:31,581
Washington,US,2020-05-02 02:32:31,824
West Virginia,US,2020-05-02 02:32:31,46
Wisconsin,US,2020-05-02 02:32:31,327
Wyoming,US,2020-05-02 02:32:31,7
Alabama,US,2020-05-03 02:32:33,288
Alaska,US,2020-05-03 02:32:33,9
American Samoa,US,2020-05-03 02:32:33,0
Arizona,US,2020-05-03 02:32:33,330
Arkansas,US,2020-05-03 02:32:33,72
California,US,2020-05-03 02:32:33,2180
Colorado,US,2020-05-03 02:32:33,832
Connecticut,US,2020-05-03 02:32:33,2436
Delaware,US,2020-05-03 02:32:33,168
Diamond Princess,US,2020-05-03 02:32:33,0
District of Columbia,US,2020-05-03 02:32:33,240
Florida,US,2020-05-03 02:32:33,1364
Georgia,US,2020-05-03 02:32:33,1177
Grand Princess,US,2020-05-03 02:32:33,3
Guam,US,2020-05-03 02:32:33,5
Hawaii,US,2020-05-03 02:32:33,16
Idaho,US,2020-05-03 02:32:33,64
Illinois,US,2020-05-03 02:32:33,2559
Indiana,US,2020-05-03 02:32:33,1115
Iowa,US,2020-05-03 02:32:33,175
Kansas,US,2020-05-03 02:32:33,142
Kentucky,US,2020-05-03 02:32:33,248
Louisiana,US,2020-05-03 02:32:33,1993
Maine,US,2020-05-03 02:32:33,56
Maryland,US,2020-05-03 02:32:33,1251
Massachusetts,US,2020-05-03 02:32:33,3846
Michigan,US,2020-05-03 02:32:33,4021
Minnesota,US,2020-05-03 02:32:33,394
Mississippi,US,2020-05-03 02:32:33,291
Missouri,US,2020-05-03 02:32:33,376
Montana,US,2020-05-03 02:32:33,16
Nebraska,US,2020-05-03 02:32:33,73
Nevada,US,2020-05-03 02:32:33,255
New Hampshire,US,2020-05-03 02:32:33,84
New Jersey,US,2020-05-03 02:32:33,7742
New Mexico,US,2020-05-03 02:32:33,138
New York,US,2020-05-03 02:32:33,24198
North Carolina,US,2020-05-03 02:32:33,431
North Dakota,US,2020-05-03 02:32:33,24
Northern Mariana Islands,US,2020-05-03 02:32:33,2
Ohio,US,2020-05-03 02:32:33,1022
Oklahoma,US,2020-05-03 02:32:33,238
Oregon,US,2020-05-03 02:32:33,109
Pennsylvania,US,2020-05-03 02:32:33,2695
Puerto Rico,US,2020-05-03 02:32:33,95
Rhode Island,US,2020-05-03 02:32:33,296
South Carolina,US,2020-05-03 02:32:33,267
South Dakota,US,2020-05-03 02:32:33,21
Tennessee,US,2020-05-03 02:32:33,209
Texas,US,2020-05-03 02:32:33,863
Utah,US,2020-05-03 02:32:33,49
Vermont,US,2020-05-03 02:32:33,51
Virgin Islands,US,2020-05-03 02:32:33,4
Virginia,US,2020-05-03 02:32:33,617
Washington,US,2020-05-03 02:32:33,830
West Virginia,US,2020-05-03 02:32:33,48
Wisconsin,US,2020-05-03 02:32:33,334
Wyoming,US,2020-05-03 02:32:33,7
Alabama,US,2020-05-04 02:32:32,290
Alaska,US,2020-05-04 02:32:32,9
American Samoa,US,2020-05-04 02:32:32,0
Arizona,US,2020-05-04 02:32:32,362
Arkansas,US,2020-05-04 02:32:32,76
California,US,2020-05-04 02:32:32,2216
Colorado,US,2020-05-04 02:32:32,842
Connecticut,US,2020-05-04 02:32:32,2436
Delaware,US,2020-05-04 02:32:32,177
Diamond Princess,US,2020-05-04 02:32:32,0
District of Columbia,US,2020-05-04 02:32:32,251
Florida,US,2020-05-04 02:32:32,1379
Georgia,US,2020-05-04 02:32:32,1184
Grand Princess,US,2020-05-04 02:32:32,3
Guam,US,2020-05-04 02:32:32,5
Hawaii,US,2020-05-04 02:32:32,17
Idaho,US,2020-05-04 02:32:32,64
Illinois,US,2020-05-04 02:32:32,2618
Indiana,US,2020-05-04 02:32:32,1132
Iowa,US,2020-05-04 02:32:32,184
Kansas,US,2020-05-04 02:32:32,144
Kentucky,US,2020-05-04 02:32:32,253
Louisiana,US,2020-05-04 02:32:32,2012
Maine,US,2020-05-04 02:32:32,57
Maryland,US,2020-05-04 02:32:32,1281
